date_gsheets,AAPL,KO,NFLX,BRK.B,DIS,IBM,VZ,WMT,GE,TSLA,MA,AMZN,MSFT,UN,V
8/16/2016 16:00:00,109.38,43.83,95.12,147.24,96.88,160.7,52.76,72.89,31.19,223.61,95.62,764.04,57.44,46.47,80.81
8/17/2016 16:00:00,109.22,44.06,96.37,149.08,96.87,160.44,53.17,72.93,31.29,223.24,95.59,764.63,57.56,46.82,80.84
8/18/2016 16:00:00,109.08,44.1,96.16,148.81,96.65,161.36,52.87,74.3,31.43,223.51,95.27,764.46,57.6,46.84,80.27
8/19/2016 16:00:00,109.36,43.92,95.87,148.75,96.39,160.04,52.45,72.81,31.25,225,95.22,757.31,57.62,46.71,80.47
8/22/2016 16:00:00,108.51,43.74,95.26,148.45,95.87,160,52.55,72.7,31.32,222.93,95.79,759.48,57.67,46.36,81.06
8/23/2016 16:00:00,108.85,43.85,95.94,148.77,95.97,160.26,52.63,71.97,31.23,224.84,96.29,762.45,57.89,46.34,80.8
8/24/2016 16:00:00,108.03,43.85,95.18,148.41,95.82,159.05,52.53,72.23,31.22,222.62,95.53,757.25,57.95,46.03,80.29
8/25/2016 16:00:00,107.57,43.67,97.32,148.64,95.55,158.63,52.75,71.22,31.21,220.96,95.59,759.22,58.17,46.2,80.32
8/26/2016 16:00:00,106.94,43.32,97.58,147.91,95.21,158.32,52.07,71.14,31.23,219.99,96.47,769,58.03,46.07,80.57
8/29/2016 16:00:00,106.82,43.54,97.3,149.3,94.87,159.72,52.5,71.4,31.36,215.2,96.78,771.29,58.1,46.31,80.87
8/30/2016 16:00:00,106,43.24,97.45,150.23,94.86,159.4,52.27,71.31,31.37,211.34,97.09,767.58,57.89,46.04,81.17
8/31/2016 16:00:00,106.1,43.43,97.45,150.49,94.46,158.88,52.33,71.44,31.24,212.01,96.63,769.16,57.46,46.11,80.9
09/01/2016 16:00,106.73,43.35,97.38,150.35,94.26,159.54,52.56,72.84,31.2,200.77,97.62,770.62,57.59,46.38,81.3
09/02/2016 16:00,107.73,43.66,97.38,150.72,94.42,159.55,52.88,72.5,31.29,197.78,97.89,772.44,57.67,47.88,82
09/06/2016 16:00,107.7,43.79,100.09,150.43,93.8,160.35,53.51,73,31.05,202.83,98.79,788.87,57.61,47.52,82.53
09/07/2016 16:00,108.36,43.64,99.15,149.58,93.71,161.64,53.71,72.06,31.06,201.71,99.57,784.48,57.66,47.35,83.24
09/08/2016 16:00,105.52,43.63,99.66,149.78,94.09,159,53.6,71.83,31.04,197.36,99.98,784.06,57.43,46.69,82.97
09/09/2016 16:00,103.13,42.27,96.5,146.62,92.42,155.69,51.82,70.3,30.11,194.47,98.15,760.14,56.21,45.62,81.33
09/12/2016 16:00,105.44,43.19,99.05,148.97,93.64,158.29,52.57,71.94,30.49,198.3,100.11,771.49,57.05,46.11,82.97
9/13/2016 16:00:00,107.95,42.28,96.09,146.23,92.7,155.81,51.45,71.46,29.85,196.05,99.39,761.01,56.53,45.43,81.89
9/14/2016 16:00:00,111.77,42.11,97.01,145.78,92.26,154.05,51.49,71.52,29.7,196.41,98.71,761.09,56.26,45.4,81.49
9/15/2016 16:00:00,115.57,42.36,97.34,146.66,92.5,155.66,51.98,72.4,29.75,200.42,99.47,769.69,57.19,45.69,82.01
9/16/2016 16:00:00,114.92,42.14,99.48,145.01,92.56,153.84,51.88,72.87,29.68,205.4,99.36,778.52,57.25,44.94,82.07
9/19/2016 16:00:00,113.58,42.1,98.06,145.24,92.63,154.87,51.2,72.09,29.43,206.34,99.68,775.1,56.93,45.38,82.51
9/20/2016 16:00:00,113.57,42.34,98.25,144.92,92.95,154.45,51.27,71.97,29.67,204.64,100.49,780.22,56.81,45.25,82.48
9/21/2016 16:00:00,113.55,42.53,94.88,146.46,92.39,155.53,51.87,72.19,29.85,205.22,101.26,789.74,57.76,45.41,83.22
9/22/2016 16:00:00,114.62,42.96,95.83,146.53,93.41,156.11,52.35,72.27,30.04,206.43,102.12,804.7,57.82,46.44,83.36
9/23/2016 16:00:00,112.71,42.74,95.94,145,93.27,154.98,52.56,72.35,29.89,207.45,101.66,805.75,57.43,46.1,82.54
9/26/2016 16:00:00,112.88,42.05,94.56,144.18,91.96,153.98,52.15,71.62,29.54,208.99,101.16,799.16,56.9,45.66,81.81
9/27/2016 16:00:00,113.09,42.59,97.07,145.34,91.72,156.77,52.49,72.33,29.88,205.81,101.45,816.11,57.95,46.2,82.16
9/28/2016 16:00:00,113.95,42.15,97.48,145.28,92.2,158.29,52.06,71.79,29.9,206.27,101.51,828.72,58.03,46.52,82.97
9/29/2016 16:00:00,112.18,42.03,96.67,143.59,91.8,158.11,52.12,70.73,29.53,200.7,100.61,829.05,57.4,45.73,81.92
9/30/2016 16:00:00,113.05,42.32,98.55,144.47,92.86,158.85,51.98,72.12,29.62,204.03,101.77,837.31,57.6,46.1,82.7
10/03/2016 16:00,112.52,42.03,102.63,143.76,92.49,157.61,51.88,72.01,29.64,213.7,101.88,836.74,57.42,46.27,82.86
10/04/2016 16:00,113,41.84,102.34,143.17,92.59,156.46,51.26,71.75,29.5,211.41,101.22,834.03,57.24,46.43,82.73
10/05/2016 16:00,113.05,41.81,106.28,144.15,92.45,157.08,50.27,71.67,29.5,208.46,102.4,844.36,57.64,45.77,83.35
10/06/2016 16:00,113.89,41.71,105.07,143.87,92.83,156.88,50.26,69.36,29.27,201,102.94,841.66,57.74,45.72,83.36
10/07/2016 16:00,114.06,41.73,104.82,144.52,92.49,155.67,49.92,68.7,29.08,196.61,102.25,839.43,57.8,45.36,82.88
10/10/2016 16:00,116.05,41.73,103.33,145.2,92.49,157.02,50.19,67.98,28.86,200.95,102.65,841.71,58.04,45.36,83.12
10/11/2016 16:00,116.3,41.54,100.59,143.95,91.86,154.79,49.9,67.39,28.92,200.1,101.35,831,57.19,45.07,82.04
10/12/2016 16:00,117.34,41.78,99.5,144.91,91.41,154.29,50.3,67.46,28.9,201.51,101.36,834.09,57.11,44.78,82.25
10/13/2016 16:00:00,116.98,41.76,100.23,143.22,91.12,153.72,50.29,68.23,28.77,200.24,100.65,829.28,56.92,43.56,81.87
10/14/2016 16:00:00,117.63,41.67,101.47,144.18,91.3,154.45,50.28,68.45,28.89,196.51,100.88,822.96,57.42,43.22,82.45
10/17/2016 16:00:00,117.55,41.6,99.8,143.8,90.83,154.77,50.43,68.22,28.85,193.96,100.85,812.95,57.22,42.79,82.15
10/18/2016 16:00:00,117.47,41.97,118.79,144.3,91.17,150.72,50.27,68.87,28.98,199.1,101.73,817.65,57.66,43.14,81.58
10/19/2016 16:00:00,117.12,42.05,121.87,144.86,91.93,151.26,50.38,68.89,29.06,203.56,102.73,817.69,57.53,42.65,82.81
10/20/2016 16:00:00,117.06,41.93,123.35,144.49,92.03,151.52,49.14,68.73,29.07,199.1,102.55,810.32,57.25,42.91,82.5
10/21/2016 16:00:00,116.6,42.13,127.5,143.6,93.03,149.63,48.2,68.34,28.98,200.09,102.85,818.99,59.66,42.66,82.35
10/24/2016 16:00:00,117.65,42.56,127.33,143.83,93.37,150.57,48.21,69.19,28.92,202.76,103.19,838.09,61,42.56,83.17
10/25/2016 16:00:00,118.25,42.54,126.51,143.42,92.75,150.88,47.84,69.36,28.65,202.34,102.88,835.18,60.99,42.5,82.03
10/26/2016 16:00:00,115.59,42.44,126.97,143.94,93.49,151.81,47.63,69.59,28.87,202.24,103.22,822.59,60.63,41.87,81.75
10/27/2016 16:00:00,114.48,42.12,126.47,144.45,94.02,153.35,48.54,69.83,28.63,204.01,103.6,818.36,60.1,41.67,81.92
10/28/2016 16:00:00,113.72,42.23,126.57,144,93.85,152.61,48.21,69.99,29.22,199.97,106.9,776.32,59.87,41.9,82.22
10/31/2016 16:00:00,113.54,42.4,124.87,144.3,92.69,153.69,48.1,70.02,29.1,197.73,107.02,789.82,59.92,41.82,82.51
11/01/2016 16:00,111.49,42.12,123.3,143.63,92.39,152.79,47.66,69.3,28.88,190.79,104.96,785.41,59.8,42.19,81.62
11/02/2016 16:00,111.59,42.05,122.34,143.19,91.91,151.95,46.94,69.45,28.49,188.02,104,765.56,59.43,42.16,80.58
11/03/2016 16:00,109.83,42.03,122.14,143.64,93.37,152.37,46.87,69.63,28.28,187.42,103.78,767.03,59.21,41.79,80.65
11/04/2016 16:00,108.84,41.69,122.03,142.95,92.45,152.43,47.08,69.16,28.44,190.56,103.03,755.05,58.71,41.37,80.36
11/07/2016 16:00,110.41,42.46,124.58,146.91,94.43,155.72,47.46,69.78,29.31,193.21,105.96,784.93,60.42,41.93,82.51
11/08/2016 16:00,111.06,42.88,124.34,147.79,94.38,155.17,47.65,69.79,29.42,194.94,105.7,787.75,60.47,42.1,82.88
11/09/2016 16:00,110.88,42.27,122.19,151.28,94.64,154.81,47.86,71.1,29.63,190.06,106.19,771.88,60.17,41.51,83.24
11/10/2016 16:00,107.79,40.94,115.42,156.06,94.96,160.22,46.69,71.39,30.41,185.35,104.5,742.38,58.7,39.95,81.87
11/11/2016 16:00,108.43,41.03,114.78,156.92,97.68,161.27,46.69,71.23,30.71,188.56,104.62,739.01,59.02,39.76,81.88
11/14/2016 16:00:00,105.71,41.17,113.38,157.93,97.92,158.21,46.18,70.49,30.51,181.45,101.14,719.07,58.12,39.4,78.38
11/15/2016 16:00:00,107.11,41.44,113.59,157.46,97.7,158.67,47.37,71.42,30.75,183.77,102.48,743.24,58.87,39.72,78.57
11/16/2016 16:00:00,109.99,41.26,115.19,157.08,99.12,159.29,47.93,71.39,30.74,183.93,104,746.49,59.65,39.19,80.08
11/17/2016 16:00:00,109.95,41.12,115.03,158.39,99.37,159.8,47.84,69.19,30.79,188.66,104.45,756.4,60.64,39.19,81.07
11/18/2016 16:00:00,110.06,40.91,115.21,157.75,98.24,160.39,48.07,68.54,30.67,185.02,104.78,760.16,60.35,38.9,80.82
11/21/2016 16:00:00,111.73,41.36,117.96,158.71,97.63,162.77,48.31,69.37,30.87,184.52,105.94,780,60.86,39.06,81.69
11/22/2016 16:00:00,111.8,41.37,118.04,158.66,97.71,162.67,49.49,70.12,31.18,191.17,105.93,785.33,61.12,39.03,79.93
11/23/2016 16:00:00,111.23,41.12,117.69,158.11,98.26,161.98,50.23,70.83,31.34,193.14,104.56,780.12,60.4,38.66,79.57
11/25/2016 16:00:00,111.79,41.53,117.41,158.18,98.82,163.14,50.67,71.23,31.44,196.65,105.73,780.37,60.53,39.64,80.13
11/28/2016 16:00:00,111.57,41.75,116.93,156.97,98.97,164.52,51.12,71.19,31.25,196.12,103.36,766.77,60.61,39.21,79.08
11/29/2016 16:00:00,111.46,41.15,117.51,157.68,99.67,163.53,50.96,71.37,31.05,189.57,103.82,762.52,61.09,39.39,79.15
11/30/2016 16:00:00,110.52,40.35,117,157.44,99.12,162.22,49.9,70.43,30.76,189.4,102.2,750.57,60.26,39.83,77.32
12/01/2016 16:00,109.49,40.17,117.22,160.12,98.94,159.82,49.87,70.67,31.39,181.88,100.18,743.65,59.2,39.12,75.43
12/02/2016 16:00,109.9,40.36,120.81,159.39,98.5,160.02,49.81,70.88,31.34,181.47,101.1,740.34,59.25,39.47,75.72
12/05/2016 16:00,109.11,40.62,119.16,160.21,99.96,159.84,49.75,69.94,31.11,186.8,103.55,759.36,60.22,40.1,77.31
12/06/2016 16:00,109.95,40.57,124.57,161.34,100.66,160.35,50.36,70.36,31.17,185.85,102,764.72,59.95,39.76,77.11
12/07/2016 16:00,111.03,41.29,125.39,164.69,101.99,164.79,51.38,70.6,31.6,193.15,105.25,770.42,61.37,40.12,79.31
12/08/2016 16:00,112.12,40.98,123.24,164.11,103.38,165.36,51.13,70.34,31.53,192.29,104.82,767.33,61.01,39.28,79.28
12/09/2016 16:00,113.95,42,122.88,164.86,104.86,166.52,51.49,70.08,31.78,192.18,104.41,768.66,61.97,40.02,79.14
12/12/2016 16:00,113.3,41.9,122.83,166.12,104.06,165.5,51.76,71.67,31.86,192.43,103.28,760.12,62.17,40.21,78.5
12/13/2016 16:00:00,115.19,41.76,123.78,166.62,103.85,168.29,52.36,71.8,31.74,198.15,103.32,774.34,62.98,40.85,79.2
12/14/2016 16:00:00,115.19,41.21,123.44,165.06,104.05,168.51,51.63,71.34,31.5,198.69,103.28,768.82,62.68,40.11,79.13
12/15/2016 16:00:00,115.82,41.55,125,165.73,104.39,168.02,51.81,71.08,31.26,197.58,104.35,761,62.58,39.75,79.5
12/16/2016 16:00:00,115.97,41.74,124.22,164.76,103.91,166.73,52.27,70.98,31.75,202.49,103.43,757.77,62.3,40.03,78.35
12/19/2016 16:00:00,116.64,41.67,125.45,165.35,105.3,166.68,52.91,71.58,31.92,202.73,103.54,766,63.62,40.36,78.1
12/20/2016 16:00:00,116.95,41.66,125.12,166.36,105.46,167.6,53.12,71.82,32.25,208.79,104.54,771.22,63.54,40.73,78.36
12/21/2016 16:00:00,117.06,41.57,126.5,165.95,105.56,167.33,52.97,71.24,32.13,207.7,104.17,770.6,63.54,40.52,78.14
12/22/2016 16:00:00,116.29,41.55,125.58,166.03,105.42,167.06,53.65,69.59,31.82,208.45,104.31,766.34,63.55,40.81,77.9
12/23/2016 16:00:00,116.52,41.6,125.59,165.32,105.15,166.71,53.68,69.54,31.88,213.34,104.71,760.59,63.24,40.75,78.15
12/27/2016 16:00:00,117.26,41.61,128.35,164.95,105.17,167.14,53.64,69.7,31.9,219.53,104.8,771.4,63.28,40.77,78.35
12/28/2016 16:00:00,116.76,41.39,125.89,163.75,104.3,166.19,53.44,69.31,31.7,219.74,103.68,772.13,62.99,40.46,78.3
12/29/2016 16:00:00,116.73,41.6,125.33,163.05,104.56,166.6,53.74,69.26,31.71,214.68,103.77,765.15,62.9,40.83,78.33
12/30/2016 16:00:00,115.82,41.46,123.8,162.98,104.22,165.99,53.38,69.12,31.6,213.69,103.25,749.87,62.14,41.06,78.02
01/03/2017 16:00,116.15,41.8,127.49,163.83,106.08,167.19,54.58,68.66,31.69,216.99,105.39,753.67,62.58,40.61,79.5
01/04/2017 16:00,116.02,41.65,129.41,164.08,107.44,169.26,54.52,69.06,31.7,226.99,106.39,757.18,62.3,40.92,80.15
01/05/2017 16:00,116.61,41.75,131.81,163.3,107.38,168.7,54.64,69.21,31.52,226.75,106.99,780.45,62.3,41.29,81.09
01/06/2017 16:00,117.91,41.74,131.07,163.41,108.98,169.53,53.26,68.26,31.61,229.01,107.76,795.99,62.84,41.07,82.21
01/09/2017 16:00,118.99,41.32,130.95,162.02,108.36,167.65,52.68,68.71,31.46,231.28,107.55,796.92,62.64,41.32,81.75
01/10/2017 16:00,119.11,41.04,129.89,161.47,108.38,165.52,52.76,68.23,31.37,229.87,107.32,795.9,62.62,40.89,81.31
01/11/2017 16:00,119.75,41.05,130.5,162.23,109.44,167.75,52.46,68.53,31.47,229.73,107.81,799.02,63.19,41.09,81.8
01/12/2017 16:00,119.25,40.95,129.18,161.41,107.53,167.95,52.68,67.97,31.39,229.59,108.71,813.64,62.61,41.47,81.37
1/13/2017 16:00:00,119.04,40.88,133.7,161.9,108.06,167.34,52.55,67.13,31.36,237.75,108.7,817.14,62.7,41.43,81.17
1/17/2017 16:00:00,120,41.22,132.89,159.64,107.97,167.89,52.74,68.42,31.27,235.58,108.4,809.72,62.53,41.41,81.26
1/18/2017 16:00:00,119.99,41.29,133.26,160.49,108.16,166.8,52.25,68.11,31.23,238.36,108.66,807.48,62.5,41.37,81.59
1/19/2017 16:00:00,119.78,41.14,138.41,159.41,107.28,166.81,52.36,67.62,31.21,243.76,108.53,809.04,62.3,41.25,81.73
1/20/2017 16:00:00,120,41.32,138.6,160.21,107.66,170.55,52.72,67.18,30.53,244.73,109.96,808.33,62.74,41.71,81.84
1/23/2017 16:00:00,120.08,41.43,137.39,158.81,107.12,171.03,52.41,66.65,29.75,248.92,109.63,817.88,62.96,42.02,82.15
1/24/2017 16:00:00,119.97,41.9,140.11,160.72,107.9,175.9,50.12,67.4,30,254.61,109.92,822.44,63.52,42.11,83.23
1/25/2017 16:00:00,121.88,42.12,139.52,164.25,108.04,178.29,49.77,66.89,30.37,254.47,110.19,836.52,63.68,42.32,83.9
1/26/2017 16:00:00,121.94,41.81,138.96,164.92,108.06,178.66,49.12,66.73,30.32,252.51,109.38,839.15,64.27,40.27,83.24
1/27/2017 16:00:00,121.95,41.45,142.45,164.4,109.3,177.3,49.6,65.66,30.01,252.95,109.84,835.77,65.78,40.76,83.77
1/30/2017 16:00:00,121.63,41.38,141.22,164.8,110.94,175.8,49.37,66.42,29.96,250.63,109.3,830.38,65.13,40.45,83.7
1/31/2017 16:00:00,121.35,41.57,140.71,164.14,110.65,174.52,49.01,66.74,29.7,251.93,106.33,823.48,64.65,40.65,82.71
02/01/2017 16:00,128.75,41.26,140.78,163.61,111.3,174.29,48.39,66.23,29.69,249.24,105,832.35,63.58,40.56,82.44
02/02/2017 16:00,128.53,41.4,139.2,163,110.61,174.58,48.28,66.7,29.68,251.55,105.14,839.95,63.17,40.57,82.3
02/03/2017 16:00,129.08,41.54,140.25,163.94,110.3,175.82,48.58,66.5,29.7,251.33,106.58,810.2,63.68,41.06,86.08
02/06/2017 16:00,130.29,41.56,140.97,163.42,109.57,175.86,48.03,66.4,29.66,257.77,106.59,807.64,63.64,40.74,85.83
02/07/2017 16:00,131.53,41.9,144,162.93,109,178.46,48.04,66.89,29.56,257.48,106.6,812.5,63.43,41.1,85.78
02/08/2017 16:00,132.04,42.02,144.74,162.87,109,176.17,48.37,67.81,29.43,262.08,106.72,819.71,63.34,41.36,85.09
02/09/2017 16:00,132.42,41.25,144.14,164.04,109.49,177.21,48.81,69.08,29.59,269.2,107.3,821.36,64.06,41.56,85.58
02/10/2017 16:00,132.12,40.58,144.82,164.01,109.26,178.68,48.98,68.02,29.72,269.23,107.27,827.46,64,41.24,85.9
2/13/2017 16:00:00,133.29,40.62,143.2,165.85,109.65,179.36,48.55,67.77,30.04,280.6,108.28,836.53,64.72,41.33,86.44
2/14/2017 16:00:00,135.02,40.53,140.82,166.95,110.33,180.13,48.27,68.66,30.28,280.98,108.88,836.39,64.57,41.28,86.85
2/15/2017 16:00:00,135.51,40.44,142.27,167.28,110.18,181.68,48.08,68.69,30.35,279.76,109.66,842.7,64.53,41.94,87.54
2/16/2017 16:00:00,135.35,41.2,142.01,167.74,110.71,181.43,48.46,68.87,30.45,268.95,109.3,844.14,64.52,42.32,87.41
2/17/2017 16:00:00,135.72,41.23,142.22,168.57,110.06,180.67,49.19,69.37,30.37,272.23,109.42,845.07,64.62,48.79,87.46
2/21/2017 16:00:00,136.7,41.46,142.6,168.92,110.01,180.26,49.43,71.45,30.52,277.39,110.16,856.44,64.49,45.09,87.92
2/22/2017 16:00:00,137.11,41.6,143.86,169.61,110.12,181.15,49.67,71.71,30.33,273.51,109.44,855.61,64.36,46.75,87.8
2/23/2017 16:00:00,136.53,41.66,142.78,170.15,109.73,181.65,50.31,71.31,30.02,255.99,110.74,852.19,64.62,46.58,88.18
2/24/2017 16:00:00,136.66,41.78,143.25,170.22,110.32,181.35,50.6,72.39,30.19,257,111,845.24,64.62,46.91,88.43
2/27/2017 16:00:00,136.93,41.67,143.41,170.63,110.23,179.4,49.94,71.74,29.94,246.23,110.57,848.64,64.23,47.34,88
2/28/2017 16:00:00,136.99,41.96,142.13,171.42,110.09,179.82,49.63,70.93,29.81,249.99,110.46,845.04,63.98,47.33,87.94
03/01/2017 16:00,139.79,42.16,142.65,177.28,111.04,181.95,49.81,70.45,30.19,250.02,112.31,853.08,64.94,47.38,88.99
03/02/2017 16:00,138.96,42.47,139.53,175.89,110.59,180.53,49.98,70.76,30.19,250.48,111.33,848.91,64.01,46.99,88.53
03/03/2017 16:00,139.78,42.48,139.14,175.68,111.24,180.05,50.09,70.03,30.12,251.57,111.74,849.88,64.25,47.32,88.79
03/06/2017 16:00,139.34,42.18,141.94,175.4,110.67,180.47,50.03,69.88,30,251.21,111.36,846.61,64.27,47.31,88.94
03/07/2017 16:00,139.52,41.99,141.43,175.3,110.86,180.38,49.44,69.87,29.86,248.59,110.96,846.02,64.4,47.46,89.06
03/08/2017 16:00,139,41.99,140.32,174.97,110.84,179.45,49.16,69.8,29.8,246.87,110.98,850.5,64.99,47.38,88.96
03/09/2017 16:00,138.68,42.03,140.53,175.37,111.03,177.18,49.28,69.86,29.66,244.9,110.79,853,64.73,48.46,89.11
03/10/2017 16:00,139.14,42.29,140.89,174.98,110.92,177.83,49.35,70.1,30.28,243.69,111.21,852.46,64.93,49.03,89.73
3/13/2017 16:00:00,139.2,42.03,143.52,175.39,111.52,176.46,49.47,69.95,29.86,246.17,111.53,854.59,64.71,48.56,90.11
3/14/2017 16:00:00,138.99,41.97,143.19,174.73,112.31,175.72,49.36,70.72,29.54,258,110.49,852.53,64.41,48.75,89.55
3/15/2017 16:00:00,140.46,42.12,145.25,174.67,111.87,175.81,50.14,70.58,29.76,255.73,112.02,852.97,64.75,49.4,89.92
3/16/2017 16:00:00,140.69,42.25,144.39,174.08,111.71,177.24,50.04,70.44,29.75,262.05,112.67,853.42,64.64,49.84,90.04
3/17/2017 16:00:00,139.99,42.03,145.11,172.82,111.76,175.65,50.39,69.89,29.88,261.5,112.83,852.31,64.87,49.75,90.24
3/20/2017 16:00:00,141.46,42.18,145.83,172.07,112.71,175.7,50.24,69.98,29.74,261.92,112.41,856.97,64.93,50.12,89.18
3/21/2017 16:00:00,139.84,42.5,142.42,169.47,111.75,173.88,50.16,69.9,29.39,250.68,110.71,843.2,64.21,49.89,88.06
3/22/2017 16:00:00,141.42,42.38,142.65,169.3,112.08,174.78,49.71,70.25,29.53,255.01,111.45,848.06,65.03,50.13,88.52
3/23/2017 16:00:00,140.92,42.17,141.84,169.89,112.24,174.82,49.64,69.86,29.62,254.78,111.6,847.38,64.87,50.07,88.86
3/24/2017 16:00:00,140.64,42.12,142.02,168.66,112.14,173.83,49.68,69.61,29.72,263.16,111.98,845.61,64.98,50.26,89.19
3/27/2017 16:00:00,140.88,42.32,144.06,167.44,112.38,173.77,49.14,69.66,29.44,270.22,111.94,846.82,65.1,50.6,88.95
3/28/2017 16:00:00,143.8,42.43,145.17,168.31,113.05,174.51,49.3,70.32,29.62,277.45,112.47,856,65.29,50.5,89.12
3/29/2017 16:00:00,144.12,42.42,146.47,166.59,112.53,173.94,49.13,70.74,29.68,277.38,112.06,874.32,65.47,50.34,89.18
3/30/2017 16:00:00,143.93,42.6,148.06,167.36,113.18,173.86,49.06,71.59,29.87,277.92,112.67,876.34,65.71,49.86,89.01
3/31/2017 16:00:00,143.66,42.44,147.81,166.68,113.39,174.14,48.75,72.08,29.8,278.3,112.47,886.54,65.86,49.68,88.87
04/03/2017 16:00,143.7,42.41,146.92,166.87,113.2,174.5,49.18,71.83,29.88,298.52,112.24,891.51,65.55,49.62,89.36
04/04/2017 16:00,144.77,42.68,145.5,166.86,113.04,174.52,49.31,72.01,30.02,303.7,112.09,906.83,65.73,49.72,88.78
04/05/2017 16:00,144.02,42.57,143.62,165.83,113,172.88,49.02,71.65,29.97,295,112.07,909.28,65.56,49.57,89.03
04/06/2017 16:00,143.66,42.67,143.74,166.47,113.05,172.45,48.43,71.43,29.93,298.7,112.43,898.28,65.73,50,89.09
04/07/2017 16:00,143.34,42.61,143.11,166.17,112.58,172.14,48.66,72.9,29.99,302.54,112.24,894.88,65.68,50.66,88.74
04/10/2017 16:00,143.17,42.69,143.85,166.35,112.43,171.2,48.54,73.06,30.01,312.39,112.32,907.04,65.53,50.79,88.86
04/11/2017 16:00,141.63,42.66,144.35,165.7,113.07,170.58,48.7,73.43,30.04,308.71,112.11,902.36,65.48,50.9,88.85
04/12/2017 16:00,141.8,42.94,143.83,165.11,113.04,170.66,48.92,73.44,29.77,296.84,111.47,896.23,65.23,51.38,88.68
4/13/2017 16:00:00,141.05,42.79,142.92,162.9,113.2,169.53,48.62,73.15,29.56,304,111.22,884.67,64.95,51.01,88.87
4/17/2017 16:00:00,141.83,43.07,147.25,164.35,113.78,171.1,48.81,73.49,29.64,301.44,112.67,901.99,65.48,51.25,89.81
4/18/2017 16:00:00,141.2,43.48,143.36,163.69,114.19,170.05,49.22,73.89,29.84,300.25,112.52,903.78,65.39,51.31,89.73
4/19/2017 16:00:00,140.68,43.23,139.76,162.76,113.73,161.69,48.94,74.07,30,305.52,112.29,899.2,65.04,50.99,89.75
4/20/2017 16:00:00,142.44,43.09,141.18,164.98,114.79,162.3,48.41,74.8,30.27,302.51,114.59,902.06,65.5,51.14,91.15
4/21/2017 16:00:00,142.27,43.07,142.87,163.41,114.44,160.38,47.25,74.94,29.55,305.6,114.27,898.53,66.4,51,91.15
4/24/2017 16:00:00,143.64,43.28,143.83,165.78,113.7,160.75,47.05,74.78,29.55,308.03,115.7,907.41,67.53,52.36,91.85
4/25/2017 16:00:00,144.53,43.11,152.16,167.53,115.18,160.39,46.7,75.05,29.45,313.79,116.13,907.62,67.92,52.46,92.11
4/26/2017 16:00:00,143.68,43.24,150.17,167.63,115.58,160.06,47.36,75.43,29.26,310.17,116.17,909.29,67.83,51.98,91.82
4/27/2017 16:00:00,143.79,43.01,153.08,166.55,115.84,160.32,46.67,75.44,29.08,308.63,117.1,918.38,68.27,52.04,91.6
4/28/2017 16:00:00,143.65,43.15,152.2,165.21,115.6,160.29,45.91,75.18,28.99,314.07,116.32,924.99,68.46,52.24,91.22
05/01/2017 16:00,146.58,43.22,155.35,165.44,114.73,158.84,45.88,75.23,28.94,322.83,116.37,948.23,69.41,52.21,91.26
05/02/2017 16:00,147.51,43.39,156.45,166.05,114.37,159.1,45.91,75.52,28.99,318.89,118.12,946.94,69.3,52.78,92.54
05/03/2017 16:00,147.06,43.32,155.59,166.73,111.62,158.63,46.15,75.76,29.23,311.02,117.33,941.03,69.08,52.4,92.44
05/04/2017 16:00,146.53,43.66,157.25,166.34,111.17,159.05,45.88,76.34,29.2,295.46,117.92,937.53,68.81,52.9,92.62
05/05/2017 16:00,148.96,43.69,156.6,166.55,111.99,155.05,46.69,76.5,29.22,308.35,117.5,934.15,69,52.87,92.09
05/08/2017 16:00,153.01,43.89,156.38,165.02,111.42,153.03,46.63,76.12,29.07,307.19,116.61,949.04,68.94,53.47,91.92
05/09/2017 16:00,153.99,43.51,157.46,163.46,112.07,152.11,46.42,76.72,28.93,321.26,116.41,952.82,69.04,53.33,92
05/10/2017 16:00,153.26,43.57,160.28,163.72,109.66,151.25,46.38,76.7,28.7,325.22,116.65,948.95,69.31,53.64,92.25
05/11/2017 16:00,153.95,43.67,158.54,163.27,109.58,150.65,46.02,76.13,28.87,323.1,116.53,947.62,68.46,53.92,92.1
05/12/2017 16:00,156.1,43.59,160.81,163.32,109.69,150.37,45.84,75.71,28.27,324.81,117.13,961.35,68.38,53.74,92.73
5/15/2017 16:00:00,155.7,43.73,160.02,163.8,109.13,151.51,45.38,76.29,28.18,315.88,118.21,957.97,68.43,54.27,93.23
5/16/2017 16:00:00,155.47,43.85,159.41,163.61,107.98,153.68,45.31,75.11,28.04,317.01,118.49,966.07,69.41,54.72,93.15
5/17/2017 16:00:00,150.25,43.93,153.2,161.26,106.31,150.93,44.48,75.12,27.41,306.11,116.8,944.76,67.48,54.63,91.76
5/18/2017 16:00:00,152.54,43.8,155.7,161.62,106.68,150.78,45.04,77.54,27.48,313.06,116.24,958.49,67.71,54.37,91.71
5/19/2017 16:00:00,153.06,43.9,157.02,163.24,107.52,151.98,45.42,78.77,28.05,310.83,117.58,959.84,67.69,54.96,92.48
5/22/2017 16:00:00,153.99,44.18,157.16,165.13,107.63,152.64,45.48,78.55,28.18,310.35,119,970.67,68.45,55.71,93.31
5/23/2017 16:00:00,153.8,44.39,157.95,165.48,107.02,152.03,45.48,78.49,28.28,303.86,119.6,971.54,68.68,55.4,93.86
